图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,圣女果-预测置信度,山竹-预测置信度,杨梅-预测置信度,柚子-预测置信度,柠檬-预测置信度,桂圆-预测置信度,梨-预测置信度,椰子-预测置信度,榴莲-预测置信度,火龙果-预测置信度,猕猴桃-预测置信度,石榴-预测置信度,砂糖橘-预测置信度,胡萝卜-预测置信度,脐橙-预测置信度,芒果-预测置信度,苦瓜-预测置信度,苹果-红-预测置信度,苹果-青-预测置信度,草莓-预测置信度,荔枝-预测置信度,菠萝-预测置信度,葡萄-白-预测置信度,葡萄-红-预测置信度,西瓜-预测置信度,西红柿-预测置信度,车厘子-预测置信度,香蕉-预测置信度,黄瓜-预测置信度
../../dataset/fruit30_split\val\梨\35.jpg,6,梨,6,梨,5,桂圆,15,芒果,True,1.2628657e-06,7.949818e-06,9.460561e-06,0.0018126268,0.0016001586,0.29185298,0.65768343,0.011770784,4.5069206e-05,9.708673e-07,0.0026863925,6.848419e-05,0.0016833859,0.0006991825,0.009277334,0.0141828405,1.987463e-07,0.0048619355,0.0013365331,3.129618e-07,0.00031705628,2.4361511e-06,3.522525e-05,3.172412e-05,1.011422e-05,5.660916e-06,4.430677e-06,1.0762136e-05,1.4465301e-06
../../dataset/fruit30_split\val\梨\36.jpg,6,梨,6,梨,3,柚子,4,柠檬,True,0.0003422442,0.00039801348,0.00038273277,0.022866948,0.016741443,0.0083297705,0.8960639,0.0070818095,0.00060946663,0.00046786014,0.007964491,0.000577038,0.003052831,3.9222887e-05,0.0073461747,0.006141135,8.633723e-05,0.0047954083,0.007031703,0.00018295851,0.0028038565,0.0001588927,0.00050694303,0.00028149917,7.883722e-05,0.00046362748,0.0050477725,0.00012654302,3.05462e-05
../../dataset/fruit30_split\val\梨\39.jpeg,6,梨,6,梨,3,柚子,15,芒果,True,0.00016691392,6.0406106e-05,0.00042129136,0.18318687,0.010751478,0.002323981,0.68028694,0.015639326,0.0020410116,0.00021757619,0.013625521,0.0009986961,0.00010810545,0.0081968745,0.0024627494,0.058176138,0.00024190042,0.0002716062,0.008965997,0.00013455609,0.0009880079,0.00020848405,0.00027344513,0.00023159385,0.0026861206,0.00027946316,0.0039728875,0.0028751423,0.00020692672
../../dataset/fruit30_split\val\梨\41.jpg,6,梨,6,梨,18,苹果-青,17,苹果-红,True,3.4852364e-05,0.00025055703,2.5415891e-05,0.029035553,0.06338168,0.0009565358,0.68946517,0.010214829,0.00013652789,8.471346e-06,0.014050187,0.00025273842,0.00032747607,0.00065426074,0.0057504326,0.01895512,6.8976e-06,0.06377052,0.09917052,2.283112e-05,0.00064982986,0.00054213795,0.0013191926,0.00026883167,0.00024697252,0.00022631756,2.4867773e-05,0.00020416042,4.7102974e-05
../../dataset/fruit30_split\val\梨\43.jpg,6,梨,17,苹果-红,10,猕猴桃,6,梨,True,3.7119786e-05,0.0006277258,0.00026878642,0.008142918,0.0016773185,7.9059006e-05,0.05431463,0.0006530292,0.0008972193,0.001962445,0.31924957,0.0008470723,0.012520823,3.3722674e-05,0.003479232,0.038234748,3.3590738e-06,0.5060771,0.029818356,6.3135144e-06,3.973616e-05,1.3632567e-06,0.020347117,4.452752e-05,9.765734e-05,1.1130945e-05,0.0002616678,0.00021604907,5.0112503e-05
../../dataset/fruit30_split\val\梨\47.jpg,6,梨,6,梨,15,芒果,18,苹果-青,True,0.020469066,0.0015018999,0.00030476536,0.05481515,0.030247396,0.0005036351,0.58329785,0.011555039,0.0006902352,0.0009956206,0.0071299537,0.0029154476,0.0005374406,0.0038158977,0.012290297,0.10822918,0.00041357765,0.0020199204,0.09996729,0.00078171236,0.0008908321,0.00035176857,0.0005963555,0.00030248179,0.0031069308,0.03276214,0.0024051284,0.016538812,0.0005642372
../../dataset/fruit30_split\val\梨\49.jpg,6,梨,18,苹果-青,6,梨,10,猕猴桃,True,5.6330574e-08,3.703649e-07,1.3754202e-08,1.7000955e-05,1.3680748e-06,1.5843354e-07,0.0041549457,7.52967e-05,8.279865e-07,1.4457572e-07,0.0012522361,7.717738e-08,6.1089287e-07,3.2433494e-08,7.797788e-08,2.9799146e-06,6.225497e-07,0.00019593535,0.994294,1.457268e-08,1.2061779e-06,3.027658e-08,6.8880894e-08,1.3406405e-08,3.464763e-07,2.9853743e-07,8.7536745e-07,1.5189354e-07,2.6750007e-07
../../dataset/fruit30_split\val\梨\56.jpg,6,梨,6,梨,10,猕猴桃,7,椰子,True,0.0003722195,0.00020472203,5.1773335e-05,0.004938871,0.0007138383,0.002173125,0.7527124,0.017592626,0.00069774664,0.0004871967,0.20971477,8.711354e-05,0.00025360327,0.00013335282,2.7778418e-05,0.0029825866,3.0496496e-05,0.0018330585,0.0015014545,3.609012e-05,0.00030383441,2.2630999e-05,2.7964641e-05,0.00018607348,0.0015488308,1.0377731e-05,0.00042051083,7.65245e-05,0.0008583666
../../dataset/fruit30_split\val\梨\57.jpg,6,梨,6,梨,15,芒果,4,柠檬,True,0.0019120603,0.0019401669,0.0008916783,0.066930346,0.15266371,0.003201242,0.354304,0.00027852925,0.0015833452,2.6067048e-05,0.039403673,0.010557862,0.003897171,1.3600619e-05,0.0073665474,0.20292698,0.0026706557,0.0067196772,0.11618666,2.6776905e-05,0.0013946798,0.0002295514,0.021249382,0.00018171528,0.00042721772,0.0004039107,0.0006511106,0.0004923031,0.0014692788
../../dataset/fruit30_split\val\梨\6.jpg,6,梨,6,梨,18,苹果-青,10,猕猴桃,True,0.0007990851,0.0023580163,1.3369209e-05,0.017021729,0.0005899838,0.00017239864,0.45940694,0.0004126311,0.00022012218,8.822281e-05,0.14555044,0.043623205,0.0001542306,0.00012617465,2.3717826e-05,0.1247694,0.00015414135,0.033123594,0.16407347,9.5198175e-06,4.610924e-05,6.0527104e-06,0.00083040923,0.0015325098,0.0039735045,0.00037111185,0.00027880026,0.0002272682,4.38487e-05
../../dataset/fruit30_split\val\梨\60.jpg,6,梨,28,黄瓜,10,猕猴桃,15,芒果,False,0.00038522526,0.017236846,0.00015669552,0.0030593742,0.005103043,0.00081595365,0.0645032,0.007827069,0.007849836,0.0002459566,0.15474309,0.0015788444,8.818469e-05,0.00014671715,4.1585048e-05,0.10917478,0.011734039,0.006687435,0.057192594,0.00040262163,0.0003850521,0.0001727859,0.07494144,0.00036174417,0.0023283248,0.00027585815,0.0014800607,0.0011797671,0.46990192
../../dataset/fruit30_split\val\梨\62.jpg,6,梨,6,梨,5,桂圆,3,柚子,True,1.5098047e-06,6.448641e-06,2.0349116e-05,0.020685537,0.0016027961,0.028102074,0.9119755,0.011415049,0.00037563225,7.6936e-06,0.007324519,2.0819675e-06,0.0012024142,0.007426621,0.0028686756,0.0019489737,4.2997294e-06,0.0014727762,0.0019611584,8.577569e-06,0.0007906769,0.00014709479,3.439003e-06,2.3285374e-06,0.00051012274,1.0625363e-05,0.00010380667,1.6935664e-05,2.2214165e-06
../../dataset/fruit30_split\val\梨\77.jpg,6,梨,17,苹果-红,11,石榴,6,梨,True,0.024884125,0.009738516,7.0733884e-05,0.029766398,0.00043720577,0.00035807886,0.24019194,0.0012916964,1.5031888e-05,0.0017174784,0.010575995,0.24847716,0.00430097,0.00011306595,0.00040056123,0.006586713,1.032501e-05,0.3684568,0.029953882,3.7696394e-05,0.00012562326,2.044433e-06,1.5377473e-05,0.006245822,0.001883986,0.009358846,0.003957323,0.0010251375,1.4778622e-06
../../dataset/fruit30_split\val\梨\8.png,6,梨,18,苹果-青,6,梨,15,芒果,True,1.3534125e-06,0.000455822,7.014036e-07,0.007797459,0.0063752844,0.00023189573,0.12429196,0.0020612401,2.5084417e-05,2.699003e-06,0.01644131,0.00024085715,3.8694983e-05,1.0674626e-06,8.4245534e-05,0.018402299,2.7459138e-05,0.0048485715,0.8178755,1.1267735e-07,9.143759e-06,4.0838972e-06,4.2653715e-05,3.8765268e-07,0.00047041697,1.1899239e-05,1.2972053e-05,4.7729092e-05,0.00019723405
../../dataset/fruit30_split\val\梨\90.jpg,6,梨,18,苹果-青,6,梨,3,柚子,True,9.123503e-06,6.172945e-05,2.495405e-06,0.017935092,0.0018990334,9.4534764e-05,0.27705288,0.00095224986,6.961761e-05,6.501925e-06,0.003352898,6.9823865e-05,3.169494e-05,7.3465203e-06,0.00014600948,0.0013227932,2.1130525e-05,0.008754268,0.6877309,1.8774575e-06,3.4712917e-05,1.9006566e-05,8.754818e-05,4.3539562e-06,0.0002219908,3.3329707e-05,8.227179e-06,5.9385184e-05,9.524719e-06
../../dataset/fruit30_split\val\梨\95.jpg,6,梨,7,椰子,6,梨,3,柚子,True,0.0003745559,0.0015607591,7.975824e-05,0.020288207,0.0019557355,0.011097556,0.39904022,0.5308603,0.001032745,0.0028482785,0.006615313,0.007417452,0.0006865798,2.8873714e-05,0.0007951578,0.0058228886,0.00022147241,0.0008952285,0.00079110014,0.0018221925,0.001739901,0.00012442442,6.6193075e-05,0.00028273274,0.00052679365,0.00021277354,0.0022807708,0.000299874,0.0002321075
../../dataset/fruit30_split\val\椰子\108.jpg,7,椰子,7,椰子,5,桂圆,1,山竹,True,2.5179795e-06,0.0054580877,8.124297e-07,0.00046819032,8.209879e-05,0.013906858,0.00048263694,0.97596234,0.00023456321,4.3618124e-06,0.00053204765,2.6111938e-05,2.8363345e-06,4.7840054e-05,2.5361764e-05,8.246741e-06,4.5744237e-06,0.0005741653,2.2924223e-05,1.1756991e-06,0.0013959943,6.1313863e-06,4.4383945e-05,0.0004598187,0.00020814213,4.145275e-06,6.5030245e-06,1.7209351e-05,9.98545e-06
../../dataset/fruit30_split\val\椰子\110.jpg,7,椰子,22,葡萄-白,5,桂圆,6,梨,False,7.763024e-05,0.006812795,0.0009566652,0.0019520586,0.0034741957,0.15185243,0.06977723,0.015572369,0.010971691,0.00023416828,0.000808896,0.00066499994,0.014608965,0.00074313284,0.011429103,0.045786798,0.00096640683,0.0009824394,0.00056349963,0.0011919655,0.0063438644,0.05512597,0.5852187,0.010399552,0.00096032344,0.00040930815,0.00014642534,0.001206192,0.00076222006
../../dataset/fruit30_split\val\椰子\112.jpg,7,椰子,7,椰子,6,梨,20,荔枝,True,4.848352e-05,0.0031202126,3.3820263e-05,0.0020017964,0.0007420943,0.0010154763,0.00996307,0.9581336,0.002149987,1.4783577e-05,0.0008453076,3.526509e-06,6.0388684e-05,0.0026051637,0.00020076148,0.00060192647,0.0001937468,0.0031266883,0.0026713829,0.00034014814,0.0071028476,0.0009074995,0.00016179014,0.00048255158,0.00060693733,0.00010477844,3.9120856e-05,0.00029172038,0.0024304274
../../dataset/fruit30_split\val\椰子\114.jpg,7,椰子,7,椰子,8,榴莲,1,山竹,True,4.727648e-07,0.006239571,1.9907779e-05,0.0002079733,5.874778e-05,0.002132083,0.00030603496,0.977988,0.008743942,6.4727815e-06,0.00020000807,2.2316692e-05,6.618559e-05,0.0010333104,1.7149356e-05,0.00015946962,0.00010038783,5.5784762e-06,1.2857351e-05,5.661925e-05,0.00015732835,0.00072247675,1.554998e-05,1.2211781e-05,0.0011536087,2.1141901e-05,8.250778e-06,0.00016686552,0.00036548136
../../dataset/fruit30_split\val\椰子\127.jpeg,7,椰子,21,菠萝,19,草莓,24,西瓜,False,0.0013454687,0.013336698,0.044930216,0.0051513724,0.007895909,0.0065389313,0.00018444493,0.029745739,0.0035808133,0.0010283446,0.016565656,0.024766732,0.0002537705,0.00027039478,0.002330822,0.0036662212,0.03523461,0.00038114106,0.0015751545,0.30441388,0.0034704977,0.33900312,0.0016051994,0.0002441998,0.102034435,0.0017798482,0.008619549,0.0027257362,0.03732108
../../dataset/fruit30_split\val\椰子\129.jpg,7,椰子,7,椰子,5,桂圆,10,猕猴桃,True,4.517103e-07,9.7333184e-05,3.0146994e-06,0.00020661791,3.4661753e-05,0.012061944,0.00011589552,0.9766142,6.8563313e-06,4.1468743e-07,0.010562697,5.0990476e-08,1.1193806e-06,1.8328346e-05,1.381479e-05,1.3862268e-06,7.75933e-07,3.533151e-05,4.855843e-06,1.6235026e-07,0.00018463723,3.9095827e-08,1.0299145e-06,1.2697928e-05,3.945085e-06,1.4742493e-06,7.992132e-06,2.2262645e-06,6.0333473e-06
../../dataset/fruit30_split\val\椰子\134.jpeg,7,椰子,7,椰子,6,梨,10,猕猴桃,True,6.4753374e-05,0.010375075,3.2268367e-06,0.023887586,0.0011258526,0.046019845,0.2707769,0.40168384,0.0037440085,4.361338e-05,0.20247646,0.0001364406,0.00026194897,0.00012843024,4.0466362e-05,0.00031452635,8.70503e-05,0.0036476646,0.0011358248,2.9989309e-05,0.000116045754,3.1355146e-05,0.00011582639,0.0074845506,0.00031888887,6.0499122e-05,0.000757603,0.025006076,0.00012565368
../../dataset/fruit30_split\val\椰子\136.jpg,7,椰子,7,椰子,5,桂圆,1,山竹,True,2.3363995e-05,0.03296673,0.0030546195,0.00025964747,0.00074161775,0.041499924,0.001307925,0.8452624,0.00040961118,0.0005903741,0.003686033,0.00084922597,0.00020948473,0.03189576,0.00014543625,0.0047722585,0.00071441924,0.00016547665,0.0002888617,0.00081315683,0.00076266506,0.0008847778,0.000101802056,0.0036347555,0.0029705164,0.00039995238,0.0005852086,0.00059964886,0.02040443
../../dataset/fruit30_split\val\椰子\141.jpg,7,椰子,18,苹果-青,10,猕猴桃,7,椰子,True,0.0006203416,0.006397216,0.010598309,0.011884579,0.002416697,0.0007655089,0.015193323,0.15189193,0.00036081727,4.2792122e-05,0.20373125,0.0007914521,0.00024229291,0.001144001,0.0017762056,0.0041171513,0.002800807,0.005844571,0.5369967,0.0002249105,0.0021720685,0.0013812223,0.00040561878,6.0549777e-05,0.0012690835,0.0029820448,0.027121343,0.00273067,0.0040364116
../../dataset/fruit30_split\val\椰子\149.jpg,7,椰子,7,椰子,5,桂圆,10,猕猴桃,True,5.8743776e-08,0.00033885005,3.6973386e-06,0.00017527764,2.9657502e-05,0.013942013,0.00016147857,0.98397934,3.7493315e-05,6.530415e-06,0.0006292352,1.2243471e-06,2.3866373e-06,3.476223e-05,0.00021590712,6.7080373e-07,2.8177876e-05,1.8500134e-05,7.783429e-06,2.754743e-07,0.00027973542,3.1275474e-06,8.469247e-07,5.0430035e-06,3.4985273e-06,2.4246237e-06,1.0441607e-05,1.486811e-05,6.664645e-05
../../dataset/fruit30_split\val\椰子\15.jpg,7,椰子,7,椰子,10,猕猴桃,3,柚子,True,8.15996e-06,0.0001468788,0.00017884467,0.001473403,2.9326633e-05,0.0004800817,0.0002897799,0.99238366,0.00025619194,2.6862399e-05,0.002601058,2.8201869e-06,1.2916548e-06,0.0002523452,5.231953e-05,9.3430426e-05,5.2285664e-05,0.00028934,0.000120993194,1.728637e-05,0.00015412552,1.8902276e-05,5.115663e-06,2.0430468e-06,9.089392e-05,0.00017239491,1.8684339e-05,0.00018584031,0.0005957096
../../dataset/fruit30_split\val\椰子\153.jpg,7,椰子,7,椰子,3,柚子,8,榴莲,True,4.6638027e-07,0.00014039,8.17384e-05,0.0013779617,7.0794704e-05,0.00053103885,0.00028356447,0.9949732,0.00089156453,2.9741866e-05,0.00015326901,8.893489e-06,2.6051034e-06,7.394731e-05,1.8994102e-05,9.3032195e-06,1.41038345e-05,1.3219944e-05,5.593581e-05,3.1159194e-05,0.00043398747,0.0006093914,1.278528e-05,2.2727056e-06,6.6913846e-05,1.296578e-05,9.158113e-06,4.614812e-05,4.462446e-05
../../dataset/fruit30_split\val\椰子\156.jpg,7,椰子,7,椰子,8,榴莲,3,柚子,True,1.2640761e-09,7.703826e-06,3.521655e-07,4.4525495e-05,6.1179975e-08,9.223072e-07,4.4474587e-06,0.99973077,0.00018235962,1.8933723e-06,1.4980072e-05,1.221862e-08,4.4809747e-09,2.7637464e-07,6.575874e-07,1.0995736e-08,1.8067226e-07,1.5909284e-06,2.4384744e-07,9.9497095e-09,3.5032836e-06,3.236868e-07,5.96248e-10,2.0635642e-09,1.5432069e-07,1.2339805e-07,1.3230763e-07,1.3333796e-07,4.666986e-06
../../dataset/fruit30_split\val\椰子\157.jpeg,7,椰子,3,柚子,22,葡萄-白,8,榴莲,False,8.6363776e-05,0.026710633,0.002851976,0.3919613,0.00060008117,0.043789353,0.002208005,0.031972207,0.11292229,1.0999552e-05,0.061097324,4.6564535e-05,6.034697e-05,0.00018298562,0.0018174673,0.008137435,0.00032803402,0.0003039121,0.0010376252,5.565784e-05,0.0060922164,0.03275231,0.26953855,0.0009267364,3.6820333e-05,0.00025878032,1.2465148e-05,0.002830659,0.0013707826
../../dataset/fruit30_split\val\椰子\161.jpeg,7,椰子,7,椰子,21,菠萝,1,山竹,True,0.00052105077,0.10158046,0.004707192,0.09872124,0.00512003,0.008995042,0.0070783882,0.2994494,0.041103106,0.000769393,0.0005170596,0.0018542644,0.0028362346,0.0006893789,0.0025385467,0.0039886395,0.015354429,0.0014766816,0.001264566,0.0036378142,0.038761962,0.29540902,0.033767007,0.0009321649,0.00992911,0.0008412225,0.001313034,0.015432868,0.0014107113
../../dataset/fruit30_split\val\椰子\165.jpg,7,椰子,7,椰子,24,西瓜,15,芒果,True,0.0087533435,0.011483378,0.002318692,0.013509154,0.01439745,0.0085792225,0.040854126,0.32299235,0.022749852,0.0016410821,0.0060390923,0.025188949,0.01274283,0.014476506,0.013051533,0.08323537,0.014742003,0.012278765,0.082143575,0.00024874308,0.0010219358,0.0043503367,0.0046141925,0.0023788505,0.08724901,0.056557,0.015475292,0.045119498,0.071807876
../../dataset/fruit30_split\val\椰子\183.jpg,7,椰子,7,椰子,3,柚子,24,西瓜,True,4.723187e-05,0.00043199706,0.00015047494,0.012466237,0.00057876826,0.00066856353,0.0012088743,0.9657639,0.0039728037,0.001734227,0.00027917227,0.00015491343,7.701004e-05,0.0010438778,8.6486994e-05,0.00024049703,5.2000665e-05,0.000111299814,9.916299e-06,0.0003216282,0.0029604614,0.002006056,1.6105138e-05,0.00016868924,0.004030013,0.00039335148,0.0006797791,0.00022471261,0.000120911514
../../dataset/fruit30_split\val\椰子\185.jpg,7,椰子,1,山竹,7,椰子,20,荔枝,True,0.0006144284,0.47492716,0.00081678916,0.0010376805,0.00043596353,0.012508172,0.00019694655,0.35177016,0.0014707141,0.0001224188,0.00397019,0.00011635,0.0007761236,0.0022815,4.6349203e-05,0.0003330725,0.00024081979,0.0021802397,5.1270243e-05,0.0035843672,0.099597685,0.0038858505,0.009234503,0.019363698,0.0025304612,0.00058787985,0.00037155644,0.00091655453,0.006031049
../../dataset/fruit30_split\val\椰子\186.jpg,7,椰子,7,椰子,19,草莓,20,荔枝,True,1.7382252e-05,0.007279858,0.0034759948,0.004859883,0.0003667968,0.00014886877,0.00028905596,0.876811,0.0041887974,0.00020743656,1.4568098e-05,0.000632087,2.1102807e-05,0.00022094356,0.00021562379,9.643302e-05,0.00093664404,4.276411e-05,0.00055732514,0.053566393,0.027350467,0.011677681,2.8987099e-05,0.00031487338,0.0003087087,0.00011269421,0.005015199,0.00043064324,0.00081178144
../../dataset/fruit30_split\val\椰子\192.jpg,7,椰子,7,椰子,1,山竹,20,荔枝,True,6.442988e-06,0.021654198,0.00030931225,0.0014072217,1.549907e-05,0.00298341,0.00026363385,0.9402218,0.0008043719,4.5524983e-05,0.012255145,3.4622863e-06,3.68774e-06,0.00022125333,4.1582975e-05,9.8277005e-06,1.4503679e-05,0.0005695007,9.98138e-06,6.99093e-06,0.018486004,1.9382005e-05,5.09859e-07,2.31201e-05,2.6799893e-05,6.0113616e-05,0.00041139184,3.3367513e-05,9.195966e-05
../../dataset/fruit30_split\val\椰子\195.jpg,7,椰子,7,椰子,10,猕猴桃,3,柚子,True,0.00072059047,0.028450916,0.021761114,0.06321247,0.040357668,0.008693781,0.013660188,0.33112818,0.031632446,0.0021666766,0.24540247,0.0022062582,0.00083437754,0.0060975607,0.016705485,0.0064066793,0.008044855,0.0013788015,0.01043608,0.0028135788,0.008915401,0.018738134,0.0031227674,0.00054277,0.011019859,0.0038312944,0.001044486,0.0528725,0.057802577
../../dataset/fruit30_split\val\椰子\21.jpg,7,椰子,7,椰子,27,香蕉,13,胡萝卜,True,6.915264e-06,2.243707e-06,0.00016111249,0.0020165865,8.770619e-05,5.2295694e-05,0.0020586243,0.97143775,0.00020512684,1.7976132e-05,0.00019279882,6.5419163e-06,4.9410323e-06,0.0031669359,0.00045478268,0.00017903291,6.807751e-05,3.2511758e-05,0.0020266117,0.00017284816,0.00017118079,4.2231786e-06,1.3055638e-06,1.043852e-07,0.0007274684,6.919879e-05,0.00047803775,0.014666146,0.0015309255
../../dataset/fruit30_split\val\椰子\26.jpg,7,椰子,7,椰子,5,桂圆,10,猕猴桃,True,0.0001112489,0.0068746563,0.00022299861,0.0040117167,0.0017378425,0.3766393,0.004111592,0.40708822,9.1209644e-05,0.00015503378,0.15375137,2.8248427e-05,0.0005348293,0.0065973043,0.0008801633,0.0017243101,0.00012816887,0.0056383284,0.008088788,0.00023189568,0.011531145,0.00033386768,0.000176798,0.000784576,0.006810007,0.00012557974,0.00074898044,0.00027574677,0.0005660226
../../dataset/fruit30_split\val\椰子\43.jpg,7,椰子,7,椰子,3,柚子,6,梨,True,4.7509225e-06,0.00070179615,3.2915414e-05,0.005357148,0.00062103185,0.0008628964,0.0050995005,0.98190653,0.00011488685,0.0001352223,0.0010581658,9.4135896e-05,7.4276475e-05,0.00012124532,0.0010141359,6.7225286e-05,8.701432e-05,0.000758689,0.0002582128,7.685317e-05,0.00070606906,0.00019329214,1.4641661e-05,6.317752e-06,0.00042873638,3.2859774e-05,2.8907529e-05,3.25855e-05,0.000110019275
../../dataset/fruit30_split\val\椰子\45.jpg,7,椰子,5,桂圆,7,椰子,6,梨,True,1.4042759e-05,0.011278834,5.0348273e-05,0.009222981,0.0006572855,0.83014077,0.04768657,0.051553782,0.00024606366,5.54125e-06,0.0068812156,6.4748914e-05,8.0836246e-05,0.00013703358,3.2383025e-05,0.0018627486,3.36249e-06,0.0036765917,7.902522e-05,7.1456107e-06,0.0012855546,7.3698075e-06,0.0009012854,0.03301176,0.00086884777,1.3612591e-05,1.9612902e-05,0.00019044543,2.016457e-05
../../dataset/fruit30_split\val\椰子\50.jpeg,7,椰子,7,椰子,1,山竹,5,桂圆,True,1.5994576e-05,0.019149877,0.00015239653,0.000689827,0.00023386921,0.011184671,8.379928e-05,0.946286,0.002886312,6.978127e-05,0.00064909575,2.5975827e-05,0.00018474359,0.003755863,0.00016919994,0.0031781695,6.3748026e-05,1.2172025e-05,6.22226e-06,5.06293e-05,5.14138e-05,0.00029219603,9.479348e-06,0.00029973633,0.00035327408,3.5709985e-05,4.464021e-05,0.00033680696,0.009728362
../../dataset/fruit30_split\val\椰子\54.jpg,7,椰子,7,椰子,3,柚子,9,火龙果,True,6.9004545e-07,3.887233e-05,2.1517619e-05,0.0046595135,1.8662642e-05,2.193256e-05,3.802469e-05,0.99367416,0.00060327083,0.00063543156,4.8748458e-05,2.9859657e-06,1.97222e-06,1.8849149e-05,4.8851634e-05,1.2419978e-06,3.4121194e-06,6.36944e-06,9.337819e-07,4.999607e-06,8.375702e-05,8.42847e-06,2.184354e-08,6.568799e-07,3.8965395e-06,1.0551666e-05,4.6388586e-06,1.9791307e-06,3.5642013e-05
../../dataset/fruit30_split\val\椰子\57.jpg,7,椰子,5,桂圆,7,椰子,14,脐橙,True,0.0011503111,0.026191128,0.011601457,0.0017377032,0.015018599,0.40826237,0.043266736,0.24258107,0.006243525,0.0023369999,0.013131431,0.00066463277,0.028256964,0.015236239,0.056196377,0.03494252,0.00572831,0.0015347078,0.0018398878,0.0061009564,0.0066091814,0.020207562,0.0077780015,0.004168084,0.008323327,0.0033816535,0.00088016706,0.0025403518,0.024089662
../../dataset/fruit30_split\val\椰子\60.jpeg,7,椰子,7,椰子,6,梨,24,西瓜,True,2.1055367e-08,3.9756003e-05,2.5495237e-07,5.1688632e-05,2.2482847e-05,0.00014784819,0.00046441,0.999,2.1663514e-06,2.9400638e-07,3.033765e-05,1.7671719e-06,8.5082087e-07,3.243627e-07,1.0205966e-06,5.25981e-06,1.1566132e-06,1.9739015e-05,2.1117437e-05,1.3296898e-07,5.92775e-06,5.283807e-06,2.0197274e-06,3.0682585e-07,0.00016889414,3.6205643e-07,4.0042623e-06,5.785877e-07,1.971502e-06
../../dataset/fruit30_split\val\椰子\61.jpg,7,椰子,7,椰子,3,柚子,5,桂圆,True,1.046798e-08,2.268329e-05,1.1769222e-06,0.000248162,2.2884517e-05,8.295937e-05,7.3054703e-06,0.99949086,1.153332e-06,4.757808e-07,3.0060395e-05,2.4778893e-07,1.5532994e-07,2.6130726e-07,3.7646712e-06,2.7307308e-07,5.736938e-07,1.538401e-05,4.761766e-07,6.375658e-08,5.289386e-05,5.785632e-06,4.480301e-09,6.312602e-08,6.722789e-06,1.4607394e-07,2.653062e-06,1.8391486e-07,2.5557597e-06
../../dataset/fruit30_split\val\椰子\62.jpg,7,椰子,7,椰子,18,苹果-青,1,山竹,True,0.00038145433,0.11092736,0.000110484994,0.005987134,0.0020863495,0.0034593502,0.05469351,0.4619068,0.0007288669,0.006414225,0.023373952,0.0016638414,7.524276e-05,8.69336e-06,3.798581e-05,0.029171553,0.00014109942,0.023387339,0.2151385,0.00033144405,0.000852183,3.819749e-05,0.030947914,0.0048002885,0.01322583,0.00052538834,0.0005235697,0.0007197604,0.008341643
../../dataset/fruit30_split\val\椰子\65.jpeg,7,椰子,7,椰子,5,桂圆,20,荔枝,True,0.00015567093,0.029001895,0.0006795874,0.004441619,0.014038263,0.0946439,0.008225338,0.7062896,0.013846148,0.00020508721,0.0073839216,0.0025475149,0.0050039026,0.00037562998,0.0012008204,0.0021276546,0.00048926537,0.00769917,0.0011834521,2.471526e-05,0.037436813,0.00014152347,0.0007552631,0.009568476,0.014496101,0.005839868,0.021878514,0.009894815,0.00042547612
